Date,workoutId,exerciseId,singleSetId,exerciseName,reps,weight,fake_user_id
2020-04-22,fYYp76NxmB,52vo7F7CLd,GCrrZW1tcS,Close-Grip Bench Press,8,61.235042773811365,fake_id_536
2019-09-01,g2vCGK3EHK,mvkMgAdecH,5Zpvpi5VAX,Dumbbell Shoulder Press,15,11.339822735890994,fake_id_527
2020-04-30,X0HsGFZZBh,mvkMgAdecH,Mkr1B6yBct,Dumbbell Shoulder Press,5,18.14371637742559,fake_id_560
2019-11-15,R1cHs3IeKC,ZAIuKpHvue,YJd2EamCJE,Dumbbell Lunge,8,13.607787283069193,fake_id_613
2020-03-02,2dw7G9zMnB,G1mxtZtEs5,bajCdlMyle,Back Squat,8,83.91468824559335,fake_id_548
2019-11-13,YC18a2JiVm,mvkMgAdecH,xdpGjVF7jA,Dumbbell Shoulder Press,6,30.0,fake_id_596
2020-02-04,ibvaG7gFiv,h85ZOw37Wc,MBqYNcpT0x,Dumbbell Bench Press,5,43.091326396385774,fake_id_562
2020-04-11,GB0dDPgN8U,ZAIuKpHvue,yFFnJd43YO,Dumbbell Lunge,10,6.8038936415345965,fake_id_621
2020-02-18,nROvO07BSF,G1mxtZtEs5,ttCywLBkRG,Back Squat,6,38.55539730202938,fake_id_594
2020-01-26,PI2wilcoN7,mvkMgAdecH,88MGCXHMkh,Dumbbell Shoulder Press,20,11.339822735890994,fake_id_612
2019-10-14,FyPlxBbDQr,h85ZOw37Wc,lAQnNVinEu,Dumbbell Bench Press,12,9.071858188712795,fake_id_561
2020-02-05,VbmzllOAh6,52vo7F7CLd,XMHHIM6QUG,Close-Grip Bench Press,5,68.03893641534596,fake_id_511
2019-10-13,dJ7ls9LOhq,52vo7F7CLd,pzFJ0Gd1g8,Close-Grip Bench Press,8,74.84283005688056,fake_id_516
2019-08-15,azekh60o6V,52vo7F7CLd,ACiCt4pSPM,Close-Grip Bench Press,6,97.52247552866254,fake_id_512
2020-01-13,6IKUbO3MIW,52vo7F7CLd,o0qWFtuqDW,Close-Grip Bench Press,9,43.091326396385774,fake_id_527
2020-05-01,tcA2LJNle3,G1mxtZtEs5,ySaTUIYpM5,Back Squat,12,43.091326396385774,fake_id_603
2020-01-18,T0Uh2sbpBK,G1mxtZtEs5,cItmStzfBT,Back Squat,5,61.235042773811365,fake_id_531
2019-10-09,9gJTGBAj62,mnwUcsbS9T,XuwWyFDLQZ,Barbell Bench Press,10,29.483539113316585,fake_id_530
2020-02-09,TDCq8YOfFf,mnwUcsbS9T,EEBu1rsuxC,Barbell Bench Press,4,72.57486550970236,fake_id_518
2020-07-14,RuTdF2nMMr,h85ZOw37Wc,liAEOoQ9NI,Dumbbell Bench Press,6,29.483539113316585,fake_id_587
2019-12-09,aLhE0soa6z,ZAIuKpHvue,heUbBca8F5,Dumbbell Lunge,5,10.205840462301895,fake_id_532
2019-11-11,xCYAGuBum6,mnwUcsbS9T,ePuOqYVuIa,Barbell Bench Press,8,20.41168092460379,fake_id_561
2019-08-14,1fRbxYaJFF,mnwUcsbS9T,x2AZBWB6Pd,Barbell Bench Press,5,60.0,fake_id_529
2019-11-21,8OXuse16J4,dXqYJgUYO6,BRTzVCKfh5,Deadlift,5,80.0,fake_id_529
2019-08-15,LAg45GrPqA,bOhZg3HbGM,PwMHO3kaTh,Dumbbell Bent Over Row,15,11.339822735890994,fake_id_546
2019-09-19,V2DkShTiVi,mnwUcsbS9T,DiAQYAQdXN,Barbell Bench Press,8,47.62725549074217,fake_id_533
2020-01-06,Aul1K6EuwV,52vo7F7CLd,SvuOe0yeoD,Close-Grip Bench Press,7,20.41168092460379,fake_id_535
2019-10-24,W1UXQCFaGT,ZAIuKpHvue,2hHVDgyOxp,Dumbbell Lunge,6,6.8038936415345965,fake_id_590
2019-08-20,Y9n8EjLdH8,G1mxtZtEs5,HJie9CAgvr,Back Squat,12,83.91468824559335,fake_id_586
2020-08-04,tK9FfmODoD,mvkMgAdecH,UpGANtIyfG,Dumbbell Shoulder Press,10,9.071858188712795,fake_id_579
2020-08-02,ITaBMFWtGR,h85ZOw37Wc,lIZiBvcZWg,Dumbbell Bench Press,12,31.75150366049478,fake_id_502
2020-05-07,zTUVMI7IFC,6REm9Tfqpa,IpjBrT3Ekr,Dumbbell Row,6,8.618265279277155,fake_id_595
2019-10-10,CdZSw3gEHU,6REm9Tfqpa,VrBohN5gIf,Dumbbell Row,8,13.607787283069193,fake_id_506
2020-01-15,cZVassa5vR,mnwUcsbS9T,5RUu1EDTxo,Barbell Bench Press,3,68.03893641534596,fake_id_533
2020-06-20,7zbMSB1Bqq,G1mxtZtEs5,Pkg0F2ZKYS,Back Squat,5,61.235042773811365,fake_id_560
2020-03-06,1u5wcy0VaL,h85ZOw37Wc,ZMDoUFKnPE,Dumbbell Bench Press,10,12.473805009480094,fake_id_606
2020-05-12,lJUzx6CDfW,dXqYJgUYO6,XfEmJZTHpU,Deadlift,8,124.73805009480093,fake_id_517
2020-06-27,jkAfmLnBVT,mvkMgAdecH,TLT2WeYQvd,Dumbbell Shoulder Press,15,6.8038936415345965,fake_id_584
2019-10-29,OTADTZj9hk,mvkMgAdecH,wpVLHdIGk0,Dumbbell Shoulder Press,15,6.8038936415345965,fake_id_522
2019-11-15,lOI5WONIhX,G1mxtZtEs5,xmAYCUzgPM,Back Squat,4,54.43114913227677,fake_id_535
2019-08-23,blhwhtfrlG,bOhZg3HbGM,jbYRPrpGAK,Dumbbell Bent Over Row,10,18.14371637742559,fake_id_520
2019-08-21,JCLLFVomHx,mnwUcsbS9T,DyHsGLZlZ9,Barbell Bench Press,3,79.37875915123695,fake_id_555
2020-07-27,JXaQJOG3Ir,6REm9Tfqpa,JtvCnrRMfC,Dumbbell Row,11,12.473805009480094,fake_id_506
2019-12-24,ZdnjynQavp,dXqYJgUYO6,SdC07s3SZ9,Deadlift,5,56.69911367945497,fake_id_594
2019-08-29,EoK5u8VQgd,bOhZg3HbGM,DgnSlsZ0gH,Dumbbell Bent Over Row,15,11.339822735890994,fake_id_536
2020-04-25,l14JN9PCY8,bOhZg3HbGM,aTjbtNSpWz,Dumbbell Bent Over Row,8,5.669911367945497,fake_id_621
2019-12-19,3gYP67Q3zg,mnwUcsbS9T,jwszBLPOpf,Barbell Bench Press,12,83.91468824559335,fake_id_509
2020-01-21,xqN5y38FDw,mnwUcsbS9T,tCrUoVkYcl,Barbell Bench Press,10,92.98654643430615,fake_id_508
2020-02-05,lbZbULEBfV,G1mxtZtEs5,N0x6WhoICO,Back Squat,6,74.84283005688056,fake_id_518
2019-10-16,jnPsVg8GuH,G1mxtZtEs5,ZrxnHzqwdt,Back Squat,5,47.62725549074217,fake_id_564
2019-11-26,Y2XSpnoOxN,mnwUcsbS9T,XduhHzS3aT,Barbell Bench Press,12,61.235042773811365,fake_id_513
2019-11-29,gzwh4cIknK,G1mxtZtEs5,Ocp3T26ezA,Back Squat,20,61.235042773811365,fake_id_509
2019-11-06,GkBlCtva49,6REm9Tfqpa,Vw9cLfkmOY,Dumbbell Row,9,13.607787283069193,fake_id_569
2020-04-03,4h4fjXv9qM,G1mxtZtEs5,yQfqHO8ch0,Back Squat,10,61.235042773811365,fake_id_517
2020-04-19,0Di4GeT4Xp,bOhZg3HbGM,AZWHYCEt5D,Dumbbell Bent Over Row,13,14.0,fake_id_585
2019-11-01,BFJTYHfQ0d,52vo7F7CLd,QBGRENn2yA,Close-Grip Bench Press,9,31.75150366049478,fake_id_538
2020-04-22,R05AFpOkVO,mnwUcsbS9T,TcUaAWOaM9,Barbell Bench Press,12,61.235042773811365,fake_id_500
2020-05-05,biQE1GKivx,h85ZOw37Wc,uRXXym6xN1,Dumbbell Bench Press,5,3.628743275485118,fake_id_521
2019-10-09,9gnEmsc8m8,mnwUcsbS9T,rFzBKokrrq,Barbell Bench Press,5,83.91468824559335,fake_id_525
2020-08-03,KRX8aLq0aD,bOhZg3HbGM,rsawWAuKNg,Dumbbell Bent Over Row,12,6.8038936415345965,fake_id_592
2020-01-20,uvKU2lge4k,dXqYJgUYO6,Ggsr7wbRvj,Deadlift,4,56.69911367945497,fake_id_504
2019-09-11,5nZUHHFBB0,6REm9Tfqpa,RRtvQoJ5oz,Dumbbell Row,20,14.0,fake_id_585
2019-12-17,0YTHrED1VD,h85ZOw37Wc,crxaLZdOuP,Dumbbell Bench Press,6,22.67964547178199,fake_id_527
2020-07-06,k13KNo8F7b,h85ZOw37Wc,bOa9EFLuCt,Dumbbell Bench Press,10,34.01946820767298,fake_id_502
2020-07-13,hsZvwZDUC1,h85ZOw37Wc,8oKMzxcBrC,Dumbbell Bench Press,5,18.14371637742559,fake_id_538
2020-01-21,NqZuSkihe8,6REm9Tfqpa,7nFZRH26Av,Dumbbell Row,8,26.0,fake_id_543
2020-05-08,JrDMyr3clt,G1mxtZtEs5,ckisC3ZmuJ,Back Squat,12,50.0,fake_id_596
2020-06-19,xOQGmdbkuz,mnwUcsbS9T,n0BKhCqzUg,Barbell Bench Press,10,111.13026281173174,fake_id_550
2019-09-28,xifctLzwwm,G1mxtZtEs5,O2HG6K2RB8,Back Squat,6,52.16318458509857,fake_id_563
2020-08-09,HzuUXPNYCN,h85ZOw37Wc,eBbRuPBnEM,Dumbbell Bench Press,18,17.00973410383649,fake_id_584
2020-03-04,jcz6P5ghHa,mvkMgAdecH,vp1ZNtkHVa,Dumbbell Shoulder Press,10,5.669911367945497,fake_id_621
2020-02-26,Jf8LsCXWJC,mnwUcsbS9T,UohrIC7nYY,Barbell Bench Press,5,83.91468824559335,fake_id_532
2019-11-13,JoptoOUjf6,mnwUcsbS9T,F3pPyw2pOt,Barbell Bench Press,5,74.84283005688056,fake_id_617
2019-11-01,jmrEaALm3t,dXqYJgUYO6,GAXIrDjp0X,Deadlift,5,111.13026281173174,fake_id_512
2019-08-18,fUQz1vSfAB,h85ZOw37Wc,J6D2eem457,Dumbbell Bench Press,10,13.607787283069193,fake_id_573
2020-02-21,yO8Sad1nFD,mvkMgAdecH,bxyAvFzmkj,Dumbbell Shoulder Press,6,20.41168092460379,fake_id_629
2020-07-02,Ua0SJgyGNb,h85ZOw37Wc,la3sTlQ3tp,Dumbbell Bench Press,10,3.628743275485118,fake_id_592
2019-12-17,0YTHrED1VD,h85ZOw37Wc,7jfA9e01gq,Dumbbell Bench Press,5,22.67964547178199,fake_id_527
2019-12-16,0fcYuaAjc1,ZAIuKpHvue,BT146UtHHB,Dumbbell Lunge,4,18.14371637742559,fake_id_563
2020-08-08,7panCRgW3n,52vo7F7CLd,PnPHOIMSON,Close-Grip Bench Press,10,43.091326396385774,fake_id_579
2020-05-02,p9vYf27ek5,G1mxtZtEs5,mVbmDYGwrI,Back Squat,8,75.0,fake_id_596
2019-11-24,QOJc0xIqkK,h85ZOw37Wc,lcVUoI0QWA,Dumbbell Bench Press,8,23.813627745371086,fake_id_538
2019-11-01,RjcIt4gR6I,G1mxtZtEs5,t626pPQJZa,Back Squat,4,52.16318458509857,fake_id_504
2020-07-06,tduZk3fh4s,G1mxtZtEs5,1lGmNCwGJE,Back Squat,10,29.483539113316585,fake_id_556
2020-03-04,nSMbSsXdSz,bOhZg3HbGM,7ShDf1apen,Dumbbell Bent Over Row,13,6.8038936415345965,fake_id_554
2020-04-25,Y1sAAuPBbJ,mvkMgAdecH,oJEJ9ieVOr,Dumbbell Shoulder Press,15,5.669911367945497,fake_id_556
2020-03-26,VOsICHkJ5v,mvkMgAdecH,Wh5I4VueEP,Dumbbell Shoulder Press,15,18.14371637742559,fake_id_613
2019-12-20,siuEIMvMpX,dXqYJgUYO6,XTAVU6t1GH,Deadlift,5,150.0,fake_id_596
2020-03-06,S6xoXtpKQF,bOhZg3HbGM,a1RMimFGBG,Dumbbell Bent Over Row,6,13.607787283069193,fake_id_548
2020-02-15,IWWYQkIQka,G1mxtZtEs5,QbLtXTpKtY,Back Squat,10,61.235042773811365,fake_id_532
2020-03-17,CvODahh1yK,h85ZOw37Wc,QeNECAq899,Dumbbell Bench Press,12,9.0,fake_id_566
2019-10-24,WMBAmoRiHE,h85ZOw37Wc,BvrW8BUJ7O,Dumbbell Bench Press,6,31.75150366049478,fake_id_516
2020-03-27,AXZASCBzsL,h85ZOw37Wc,v4C4NYUVsM,Dumbbell Bench Press,12,6.8038936415345965,fake_id_522
2019-11-02,T6HjpMA0FF,mnwUcsbS9T,MtEWasnxYV,Barbell Bench Press,5,54.43114913227677,fake_id_504
2020-05-31,1JRqSXF4AA,6REm9Tfqpa,TqtIWIwl3X,Dumbbell Row,12,22.67964547178199,fake_id_586
2019-12-04,ixjgZXeZo7,mnwUcsbS9T,KHCFOXosV0,Barbell Bench Press,6,43.091326396385774,fake_id_518
2020-02-16,qr3wvb1Qm3,6REm9Tfqpa,Th5jg8ZPgu,Dumbbell Row,15,15.87575183024739,fake_id_588
2020-01-06,HvfDqA5pB9,mnwUcsbS9T,ZrI996fRIw,Barbell Bench Press,6,68.03893641534596,fake_id_617
2020-06-26,2fHldXzXg3,h85ZOw37Wc,axfEaBEace,Dumbbell Bench Press,4,22.67964547178199,fake_id_538
2020-01-28,ARcb9CrDz5,bOhZg3HbGM,6rItU1xMGx,Dumbbell Bent Over Row,10,6.8038936415345965,fake_id_522
2020-08-04,c7cDSqXad5,mnwUcsbS9T,HWnNyGxGMB,Barbell Bench Press,6,88.45061733994974,fake_id_517
2019-09-20,iQAiNi7uoC,ZAIuKpHvue,jFWpFZ0okf,Dumbbell Lunge,10,7.937875915123695,fake_id_618
2019-12-28,0fTn7C3Bhg,ZAIuKpHvue,dtuC5MID7l,Dumbbell Lunge,9,9.071858188712795,fake_id_532
2020-06-08,pEU0ezQ85a,bOhZg3HbGM,COG9JRP0s5,Dumbbell Bent Over Row,10,13.607787283069193,fake_id_588
2020-03-22,GDZ7qbfOx5,h85ZOw37Wc,8E7qFWBWSR,Dumbbell Bench Press,8,20.41168092460379,fake_id_538
2020-01-18,8KJ5Y6YtZ5,mnwUcsbS9T,4bFyg9TrDc,Barbell Bench Press,5,70.0,fake_id_529
2019-09-25,S40aLFe4Pq,ZAIuKpHvue,ED0nZvJJlJ,Dumbbell Lunge,5,11.339822735890994,fake_id_576
2020-07-12,SOHRb9Au2g,ZAIuKpHvue,hbBLPihZtm,Dumbbell Lunge,5,9.071858188712795,fake_id_579
2019-11-05,iataUAQNTI,dXqYJgUYO6,gEadz7qg28,Deadlift,8,61.235042773811365,fake_id_518
2020-07-16,1EqBxgW41W,bOhZg3HbGM,2FjI1Bn3h2,Dumbbell Bent Over Row,10,3.628743275485118,fake_id_522
2019-09-16,itkf0at9OJ,mvkMgAdecH,Nq6RWLPOH7,Dumbbell Shoulder Press,10,6.8038936415345965,fake_id_561
2019-10-25,VxFyvmEXsf,mnwUcsbS9T,LmSH6yW2Ii,Barbell Bench Press,3,47.62725549074217,fake_id_504
2019-12-30,QAfBqbObR0,mvkMgAdecH,GZGUvkNYBA,Dumbbell Shoulder Press,13,6.0,fake_id_557
2020-05-31,WH5PKccNwl,mvkMgAdecH,GAGNdHgnao,Dumbbell Shoulder Press,10,5.669911367945497,fake_id_621
2020-07-05,oGry3lO1qE,mvkMgAdecH,YZzbdeSmsL,Dumbbell Shoulder Press,10,6.8038936415345965,fake_id_556
2020-08-03,kT0ldzyYfk,ZAIuKpHvue,MOQ9QlfB1D,Dumbbell Lunge,5,11.339822735890994,fake_id_593
2019-12-28,GfVO3XcXPG,52vo7F7CLd,taPoEGGzqT,Close-Grip Bench Press,8,92.98654643430615,fake_id_516
2019-09-24,2mDDbMiRZ1,h85ZOw37Wc,mq9bxdpPqf,Dumbbell Bench Press,12,4.535929094356398,fake_id_590
2020-05-21,6RaAYCMKLO,dXqYJgUYO6,J5gj9r0qwQ,Deadlift,12,68.03893641534596,fake_id_537
2019-09-18,aJ39SfmvnD,mnwUcsbS9T,0QVzRjDcmk,Barbell Bench Press,8,70.30690096252415,fake_id_548
2019-11-23,Yde2vjLWN7,mnwUcsbS9T,HkVWl9Dtkj,Barbell Bench Press,4,65.0,fake_id_529
2019-09-21,4WXgBGe9Yb,6REm9Tfqpa,C9FG60SvwB,Dumbbell Row,5,22.67964547178199,fake_id_587
2020-05-08,OEh3FNEpY0,G1mxtZtEs5,yNN0pYtvRq,Back Squat,5,106.59433371737533,fake_id_517
2019-08-29,T1NArglilu,G1mxtZtEs5,p1V8JP4x14,Back Squat,8,83.91468824559335,fake_id_501
2020-02-26,vB15m4Vc72,mnwUcsbS9T,nDPDCzhPqJ,Barbell Bench Press,6,99.79044007584075,fake_id_524
2020-01-17,UNv7WMMwbH,ZAIuKpHvue,A6hIGC53Cx,Dumbbell Lunge,8,15.87575183024739,fake_id_548
2019-09-21,58Q10k0x0M,mvkMgAdecH,ltBpW4yK8o,Dumbbell Shoulder Press,8,10.205840462301895,fake_id_573
2020-01-08,kIjpujMXWH,mnwUcsbS9T,L7024juU4R,Barbell Bench Press,15,61.235042773811365,fake_id_598
2019-09-05,PJvjLohXZp,6REm9Tfqpa,e1OmxDMj5F,Dumbbell Row,20,14.0,fake_id_585
2019-10-25,VxFyvmEXsf,G1mxtZtEs5,Krz4ek8LW2,Back Squat,2,45.35929094356398,fake_id_504
2019-12-07,WhbFRwCjqr,mnwUcsbS9T,KZYzLhysAr,Barbell Bench Press,6,60.0,fake_id_543
2020-06-17,NuNRbaLUb4,6REm9Tfqpa,lDDLBJnZvt,Dumbbell Row,10,9.071858188712795,fake_id_579
2020-01-13,1kxv0rkQFd,h85ZOw37Wc,oyBODpXQCA,Dumbbell Bench Press,5,23.813627745371086,fake_id_538
2019-12-15,GBbJ1PgpR3,dXqYJgUYO6,xR16C2NqKs,Deadlift,5,70.0,fake_id_543
2020-02-05,ohK4WjdbN4,52vo7F7CLd,KisJgO3HFy,Close-Grip Bench Press,10,61.235042773811365,fake_id_508
2020-06-17,jF9QP8D0lz,h85ZOw37Wc,BpZRl563xS,Dumbbell Bench Press,15,6.8038936415345965,fake_id_589
2020-01-04,wCMkQ0EBKG,dXqYJgUYO6,Yf4hZa5P9G,Deadlift,9,61.235042773811365,fake_id_519
2019-10-01,SwyjwwLuMS,dXqYJgUYO6,5wCPengjsO,Deadlift,5,31.75150366049478,fake_id_594
2019-10-16,jObzV4Lhbm,52vo7F7CLd,xqM6cDQn5x,Close-Grip Bench Press,5,79.37875915123695,fake_id_516
2020-05-06,6mTqagSVJK,G1mxtZtEs5,DnTJl7xABa,Back Squat,12,45.35929094356398,fake_id_594
2020-06-28,W43dU0qZAG,6REm9Tfqpa,fEmvdEX3X6,Dumbbell Row,6,18.14371637742559,fake_id_593
2019-08-22,90wKP8iS0k,mvkMgAdecH,QOqTSVH5Z1,Dumbbell Shoulder Press,12,10.205840462301895,fake_id_538
2020-02-12,8nIMZFYngD,mnwUcsbS9T,Ox2XIRvKGF,Barbell Bench Press,8,45.35929094356398,fake_id_564
2020-04-16,I9whyDFgtm,dXqYJgUYO6,2Nrt7FSA3y,Deadlift,3,92.98654643430615,fake_id_525
2019-10-02,Fr2oGGwTLw,mvkMgAdecH,xEGdXchMj9,Dumbbell Shoulder Press,5,15.87575183024739,fake_id_518
2019-10-05,oK9ODBF8o4,6REm9Tfqpa,iZB2FIgGml,Dumbbell Row,10,29.483539113316585,fake_id_587
2019-12-31,XXYrLF1Go7,G1mxtZtEs5,P3fNvDZV1J,Back Squat,5,102.05840462301894,fake_id_509
2020-07-21,xdRrGFUgvv,bOhZg3HbGM,JEpl4KIflA,Dumbbell Bent Over Row,21,6.8038936415345965,fake_id_561
2020-05-12,3QH1ZydG7i,6REm9Tfqpa,7R5siWmgO4,Dumbbell Row,8,13.607787283069193,fake_id_552
2019-10-22,3svFsa76wW,G1mxtZtEs5,nxZbqUXYY5,Back Squat,5,95.25451098148434,fake_id_516
2019-12-28,Mgf8LQLT0R,h85ZOw37Wc,l1qayiMToa,Dumbbell Bench Press,10,11.339822735890994,fake_id_539
2019-08-30,SRFNYwSaoS,52vo7F7CLd,HUoCRpsIeO,Close-Grip Bench Press,12,56.69911367945497,fake_id_501
2020-04-06,78wJccxQEr,dXqYJgUYO6,h8TjlM7mEL,Deadlift,8,65.77097186816776,fake_id_594
2019-11-11,bMTzxI2iBE,G1mxtZtEs5,kX9jHInsAi,Back Squat,5,127.00601464197912,fake_id_617
2020-01-15,cZVassa5vR,mnwUcsbS9T,8RDBkf2wPT,Barbell Bench Press,3,68.03893641534596,fake_id_533
2020-02-16,HJKA9aWE03,bOhZg3HbGM,Rzp1es9o6A,Dumbbell Bent Over Row,12,13.607787283069193,fake_id_556
2019-08-31,SHyUjjbxJ1,mvkMgAdecH,OJET6NJpcH,Dumbbell Shoulder Press,8,30.0,fake_id_596
2019-11-01,IyoX8XZbob,mnwUcsbS9T,mXN1MPO3DE,Barbell Bench Press,10,56.69911367945497,fake_id_629
2019-08-12,S2zM7D1XBU,mnwUcsbS9T,DJXQLpJOVx,Barbell Bench Press,4,79.37875915123695,fake_id_617
2019-11-30,TvF81g3e8d,G1mxtZtEs5,lZx1t63g7P,Back Squat,5,77.11079460405875,fake_id_527
2020-06-16,GS6utijUNw,mnwUcsbS9T,VGDlwVT6aA,Barbell Bench Press,12,43.091326396385774,fake_id_537
2020-03-10,AuDQuo0Yfk,h85ZOw37Wc,cyvavLEkEE,Dumbbell Bench Press,8,24.947610018960187,fake_id_613
2019-11-14,TreVUKKetQ,G1mxtZtEs5,1hDWaKwAve,Back Squat,5,54.43114913227677,fake_id_569
2019-09-07,VdjVQEV9xY,52vo7F7CLd,ByCACabROY,Close-Grip Bench Press,10,58.96707822663317,fake_id_511
2019-12-06,xErn3kCGmg,G1mxtZtEs5,3M7ETfbLel,Back Squat,5,106.59433371737533,fake_id_511
2019-09-25,v9hpeNLZz0,ZAIuKpHvue,HvyHR33bxJ,Dumbbell Lunge,8,10.205840462301895,fake_id_506
2019-09-11,tfEBcX1suL,bOhZg3HbGM,erJ00bxMOL,Dumbbell Bent Over Row,12,4.535929094356398,fake_id_591
2019-11-20,z9Lhdgma1x,mnwUcsbS9T,tGNc1n89Xc,Barbell Bench Press,8,52.16318458509857,fake_id_569
2019-09-11,qBaJYMspXK,G1mxtZtEs5,ECtKQwHCBf,Back Squat,3,106.59433371737533,fake_id_617
2019-08-16,6KntVOGZy6,6REm9Tfqpa,n4wOfU5Mvk,Dumbbell Row,12,18.14371637742559,fake_id_501
2019-11-27,lcM7qIEGBP,h85ZOw37Wc,C3JHDUxOKS,Dumbbell Bench Press,8,24.947610018960187,fake_id_535
2019-11-12,bHD6WsPqZN,mvkMgAdecH,xO9lBkGL7v,Dumbbell Shoulder Press,5,31.75150366049478,fake_id_516
2019-10-26,yUESRMM35X,mnwUcsbS9T,SP4GGbjTZG,Barbell Bench Press,25,40.82336184920758,fake_id_629
2019-10-17,AmohwYVGYj,mnwUcsbS9T,Tvy8uQpMMD,Barbell Bench Press,10,90.0,fake_id_596
2019-11-20,z9Lhdgma1x,mnwUcsbS9T,QMxValWIeF,Barbell Bench Press,10,47.62725549074217,fake_id_569
2019-08-27,ub6Yb5MH5J,mvkMgAdecH,olmJD4nYnl,Dumbbell Shoulder Press,12,6.8038936415345965,fake_id_631
2019-09-24,NLqNGRgY4P,mnwUcsbS9T,EXbuxOO23d,Barbell Bench Press,10,60.0,fake_id_627
2020-01-21,r5gSCSpgW5,52vo7F7CLd,mAaImCM4XU,Close-Grip Bench Press,8,43.091326396385774,fake_id_504
2019-08-21,hRvIlZDGK2,mvkMgAdecH,K3DZcfwUMh,Dumbbell Shoulder Press,5,20.5,fake_id_627
2020-08-05,QF3KOWkKkP,G1mxtZtEs5,IckXRsOJSV,Back Squat,4,70.30690096252415,fake_id_560
2020-05-20,f4MAkeSMPt,h85ZOw37Wc,qoqkCkU9AO,Dumbbell Bench Press,10,9.071858188712795,fake_id_579
2019-10-22,JyZ45QHA7T,mnwUcsbS9T,EU0xcfbh7H,Barbell Bench Press,6,45.35929094356398,fake_id_504
2020-07-11,1x6kZVgBcS,h85ZOw37Wc,ipooR3edg5,Dumbbell Bench Press,8,27.215574566138386,fake_id_517
2020-07-24,NUdF6LWG4b,h85ZOw37Wc,9Y6qEM7BWg,Dumbbell Bench Press,10,20.41168092460379,fake_id_592
2019-09-18,7z0IQgEPQc,G1mxtZtEs5,KnYslQ4Gfi,Back Squat,8,56.69911367945497,fake_id_601
2020-07-07,Htuxm4CzSN,h85ZOw37Wc,x5ArbClxaM,Dumbbell Bench Press,8,22.67964547178199,fake_id_520
2019-09-13,7FtJekAZav,G1mxtZtEs5,O1VmFa5rak,Back Squat,7,65.77097186816776,fake_id_512
2020-07-16,1EqBxgW41W,6REm9Tfqpa,DXTHcbi8FY,Dumbbell Row,10,9.071858188712795,fake_id_522
2019-10-11,kkNfcaCXCS,mnwUcsbS9T,ARgaEwyaUB,Barbell Bench Press,8,113.39822735890993,fake_id_550
2020-07-21,aEZLNPN7WV,mvkMgAdecH,n57AY2tFFH,Dumbbell Shoulder Press,8,13.607787283069193,fake_id_536
2019-09-07,Z9RxbuT2D5,6REm9Tfqpa,kkYR6XWYql,Dumbbell Row,5,22.67964547178199,fake_id_587
2019-08-23,blhwhtfrlG,6REm9Tfqpa,PcWmV0BmZF,Dumbbell Row,15,13.607787283069193,fake_id_520
2019-08-22,8cR2QTJDkP,52vo7F7CLd,U9U6ubhFjD,Close-Grip Bench Press,8,65.77097186816776,fake_id_516
2019-08-20,aTFWPXgqM6,h85ZOw37Wc,fpMqniJ01a,Dumbbell Bench Press,10,13.607787283069193,fake_id_573
2019-09-18,EuO28IGdrD,dXqYJgUYO6,CLxs8JO6I8,Deadlift,6,45.35929094356398,fake_id_501
2019-09-01,vmfzyHjQCw,h85ZOw37Wc,3CboIK2chS,Dumbbell Bench Press,8,15.87575183024739,fake_id_503
2019-11-21,TF77z0j2Vj,mnwUcsbS9T,NTsbu0Evcb,Barbell Bench Press,5,110.0,fake_id_596
2020-01-15,9hypZl7DMY,G1mxtZtEs5,guEiZ9pub7,Back Squat,5,100.0,fake_id_596
2020-02-21,r8rLIcq29l,6REm9Tfqpa,G00R7WE35t,Dumbbell Row,6,31.75150366049478,fake_id_600
2020-01-08,bY8LdQiCwW,mnwUcsbS9T,J2fZ2zCEQ3,Barbell Bench Press,6,70.30690096252415,fake_id_531
2019-09-10,sViPwIgsgn,ZAIuKpHvue,JUwGuG7Uwp,Dumbbell Lunge,12,9.071858188712795,fake_id_623
2019-09-19,gQyN066DTT,dXqYJgUYO6,IAmjjXTKIa,Deadlift,8,61.235042773811365,fake_id_532
2020-02-19,k58EYKbhe4,52vo7F7CLd,OBVexyBODA,Close-Grip Bench Press,4,43.091326396385774,fake_id_519
2019-12-21,RhluZbZTb0,h85ZOw37Wc,ecnSvHAaaO,Dumbbell Bench Press,6,13.607787283069193,fake_id_523
2019-08-21,ldy4CanoZ3,mnwUcsbS9T,yphA85qGDr,Barbell Bench Press,8,70.30690096252415,fake_id_575
2019-08-18,lpE8fI9qWr,6REm9Tfqpa,OEe4BDGqDo,Dumbbell Row,10,15.87575183024739,fake_id_503
2020-07-12,TX8NEJbmEn,G1mxtZtEs5,NXYToCMkAD,Back Squat,23,55.0,fake_id_596
2019-10-10,S0Dqk0yKoh,h85ZOw37Wc,G2vRINDbrW,Dumbbell Bench Press,10,24.947610018960187,fake_id_504
2020-02-08,1XN3GDRFAO,ZAIuKpHvue,21mHK0QWW5,Dumbbell Lunge,5,7.937875915123695,fake_id_554
2019-10-07,ZmSp4StOh8,h85ZOw37Wc,F9r9OSA9OI,Dumbbell Bench Press,7,38.55539730202938,fake_id_583
2019-08-30,og5DrjVAMj,mnwUcsbS9T,htbJFdC3C8,Barbell Bench Press,15,70.30690096252415,fake_id_508
