Date,workoutId,exerciseId,singleSetId,exerciseName,reps,weight,fake_user_id
2020-02-23,f6MT6ySidr,G1mxtZtEs5,ZCVQNfImAF,Back Squat,8,102.05840462301894,fake_id_586
2020-05-30,rUATVbUhFc,mnwUcsbS9T,dPBGP7DrHO,Barbell Bench Press,6,90.0,fake_id_596
2019-10-08,AjL4t0KVhn,h85ZOw37Wc,Ce7D7fEbVf,Dumbbell Bench Press,5,31.75150366049478,fake_id_548
2019-09-26,qiRbSR18Y6,6REm9Tfqpa,NiZn7nJJHs,Dumbbell Row,15,22.67964547178199,fake_id_565
2019-10-31,lqrA3uEEbp,mvkMgAdecH,vbf5GJNsp1,Dumbbell Shoulder Press,15,11.339822735890994,fake_id_548
2019-10-14,MIBlnLPss8,6REm9Tfqpa,1bxXFCFFgW,Dumbbell Row,5,13.607787283069193,fake_id_564
2020-08-04,RgXAKedEwb,6REm9Tfqpa,feg8wbgchs,Dumbbell Row,5,24.947610018960187,fake_id_560
2019-09-09,ZqPnrimF6a,dXqYJgUYO6,F4Bm4IaI1P,Deadlift,12,36.28743275485118,fake_id_501
2020-01-10,CuvJKqEDU9,6REm9Tfqpa,uCp1sSx0Fm,Dumbbell Row,8,22.67964547178199,fake_id_548
2020-07-06,bbgW1tPYfw,h85ZOw37Wc,IHm5lPLgsQ,Dumbbell Bench Press,8,18.14371637742559,fake_id_593
2020-01-13,vqtBO7P2Yp,bOhZg3HbGM,6rC8IBcu7J,Dumbbell Bent Over Row,5,11.339822735890994,fake_id_554
2019-08-27,jdJWJtvFAc,mnwUcsbS9T,9I0DWP4wyO,Barbell Bench Press,6,65.0,fake_id_543
2020-02-10,AUXohnzOON,mvkMgAdecH,muEIqSOO3Y,Dumbbell Shoulder Press,12,11.339822735890994,fake_id_547
2020-01-22,2au1MnGFex,mnwUcsbS9T,83AragrZhb,Barbell Bench Press,3,79.37875915123695,fake_id_617
2020-03-27,noRdZsxJij,6REm9Tfqpa,ecAwDEq8Wg,Dumbbell Row,14,20.41168092460379,fake_id_508
2020-01-29,P04gmHgtre,mnwUcsbS9T,5D9IhcHfP4,Barbell Bench Press,6,50.0,fake_id_566
2019-10-05,tS56avGjRB,dXqYJgUYO6,akoExRUoVj,Deadlift,10,31.75150366049478,fake_id_594
2019-09-13,zUP3npztBO,mnwUcsbS9T,x9f8ruXJ5v,Barbell Bench Press,9,43.091326396385774,fake_id_629
2019-11-26,IaG9zPzCxF,mvkMgAdecH,zjieRb4quZ,Dumbbell Shoulder Press,10,22.5,fake_id_627
2019-11-18,gwqizGH0E1,52vo7F7CLd,qOTHsgEPEE,Close-Grip Bench Press,10,27.215574566138386,fake_id_538
2019-10-04,F9ErE6liXT,dXqYJgUYO6,IE8WeQEHHx,Deadlift,10,83.91468824559335,fake_id_536
2020-02-03,RT3it6As8m,h85ZOw37Wc,f2WjZFn7wp,Dumbbell Bench Press,11,6.8038936415345965,fake_id_522
2020-04-07,P7x7yvTj95,h85ZOw37Wc,OqxhXXoclj,Dumbbell Bench Press,15,9.071858188712795,fake_id_556
2020-03-05,8uFzRgLTQ8,dXqYJgUYO6,Ind26iBcUZ,Deadlift,8,75.0,fake_id_529
2019-08-14,6DhalRzUYv,G1mxtZtEs5,ErbVeu7T4y,Back Squat,5,102.05840462301894,fake_id_617
2020-08-10,HzkQl6CKCZ,dXqYJgUYO6,Posg4jTqf4,Deadlift,5,100.0,fake_id_596
2019-09-03,aTkzcAATuW,h85ZOw37Wc,MiupwJHxiV,Dumbbell Bench Press,12,16.0,fake_id_543
2020-05-18,UqikrSHlLY,h85ZOw37Wc,lHfVh6fBQX,Dumbbell Bench Press,10,20.41168092460379,fake_id_592
2020-01-09,V8XFQxH1XF,bOhZg3HbGM,BKGQzh0Y4s,Dumbbell Bent Over Row,12,16.0,fake_id_526
2020-06-24,95FPzI8QyD,ZAIuKpHvue,9FaIlMUmqD,Dumbbell Lunge,5,14.0,fake_id_585
2020-01-29,sR8gJopEAF,mnwUcsbS9T,rrtxM6eXV0,Barbell Bench Press,5,68.03893641534596,fake_id_533
2019-11-26,lJ5LKAy7vH,6REm9Tfqpa,PmuiKFFoCI,Dumbbell Row,8,29.483539113316585,fake_id_501
2020-02-27,iZJEV9F5GB,mnwUcsbS9T,TXxVuYbBqF,Barbell Bench Press,4,18.14371637742559,fake_id_507
2019-09-13,zwxwU530Pv,6REm9Tfqpa,Y9GQ3wGpS8,Dumbbell Row,10,13.607787283069193,fake_id_602
2020-02-19,k58EYKbhe4,52vo7F7CLd,DmJseh8djZ,Close-Grip Bench Press,4,43.091326396385774,fake_id_519
2019-09-14,mUoCfn8LPQ,h85ZOw37Wc,NSsdqghzpE,Dumbbell Bench Press,14,22.67964547178199,fake_id_504
2019-11-14,jHsnv3MJxo,6REm9Tfqpa,9IwnvZ6NBN,Dumbbell Row,5,22.67964547178199,fake_id_587
2019-11-11,bMTzxI2iBE,G1mxtZtEs5,g4a42MYnw2,Back Squat,5,127.00601464197912,fake_id_617
2019-10-13,SPeP1IdYYH,52vo7F7CLd,6lYAtqDRG7,Close-Grip Bench Press,5,83.91468824559335,fake_id_528
2020-02-27,52PD9hnvbE,bOhZg3HbGM,6IRiT9tYY0,Dumbbell Bent Over Row,6,7.937875915123695,fake_id_606
2019-12-17,ZWh4uKoTTj,52vo7F7CLd,08pQZLrZhN,Close-Grip Bench Press,13,22.67964547178199,fake_id_577
2019-12-27,nVkNEjszTB,52vo7F7CLd,0jNGXgnuMQ,Close-Grip Bench Press,8,83.91468824559335,fake_id_512
2020-06-09,3F96xIjSJn,mnwUcsbS9T,7KLa6jVfFZ,Barbell Bench Press,10,83.91468824559335,fake_id_586
2019-10-26,Cn9vstGLpr,mnwUcsbS9T,GA6yZJH5sz,Barbell Bench Press,5,125.0,fake_id_596
2020-01-30,ZlqJEhSwMj,52vo7F7CLd,YpqqsGfuQu,Close-Grip Bench Press,8,65.77097186816776,fake_id_511
2019-09-26,ACclKJbD7J,mnwUcsbS9T,MEZiE15Blq,Barbell Bench Press,6,102.05840462301894,fake_id_598
2019-11-01,eoQkGKcPs6,6REm9Tfqpa,9U3H7TAMLE,Dumbbell Row,10,38.55539730202938,fake_id_509
2020-06-02,15BKGIpgTl,ZAIuKpHvue,g42fEb7bCc,Dumbbell Lunge,10,5.669911367945497,fake_id_588
2020-01-20,MWnfYWI6Ge,G1mxtZtEs5,qEqlOjJJ02,Back Squat,10,102.05840462301894,fake_id_509
2020-02-16,8DfTk85ph9,mvkMgAdecH,iTVZLwiNld,Dumbbell Shoulder Press,4,26.0,fake_id_596
2019-11-13,vOQeKKmhGv,52vo7F7CLd,AYsMn7BKBj,Close-Grip Bench Press,8,43.091326396385774,fake_id_532
2019-11-17,7AEHoOqMaQ,6REm9Tfqpa,fdPO2JQwwr,Dumbbell Row,11,24.947610018960187,fake_id_565
2020-07-29,2nzBEkETZv,mnwUcsbS9T,uTJTDYFdxr,Barbell Bench Press,6,61.235042773811365,fake_id_542
2019-08-25,Ap22Mp8dJJ,mnwUcsbS9T,s63vqbxgDI,Barbell Bench Press,8,74.84283005688056,fake_id_570
2019-12-24,jiVGgw1yVR,h85ZOw37Wc,moj036SJQB,Dumbbell Bench Press,5,24.947610018960187,fake_id_527
2019-10-20,4XZcnfbq7D,52vo7F7CLd,jwQcLhAaVB,Close-Grip Bench Press,10,45.0,fake_id_505
2020-07-14,rA58BOBUMC,mvkMgAdecH,kTvJPNo5JD,Dumbbell Shoulder Press,12,9.071858188712795,fake_id_573
2019-10-10,ShJsGlHNEk,6REm9Tfqpa,dIw6cTooAn,Dumbbell Row,15,15.87575183024739,fake_id_602
2019-08-27,J3g8RDFt1z,G1mxtZtEs5,g06tBD530y,Back Squat,8,70.0,fake_id_529
2019-10-15,y03w5aRG4E,dXqYJgUYO6,G9rFOcASBB,Deadlift,5,70.30690096252415,fake_id_531
2019-09-18,M8VN6MKhXF,mvkMgAdecH,SJQOqwNfTf,Dumbbell Shoulder Press,12,10.205840462301895,fake_id_618
2019-11-05,Bw733IaSlB,6REm9Tfqpa,wc9EpZWOA1,Dumbbell Row,7,36.28743275485118,fake_id_524
2020-05-23,DqxsHC09HO,ZAIuKpHvue,jmasYkHfDf,Dumbbell Lunge,8,4.535929094356398,fake_id_621
2020-05-19,CHvHILdK26,h85ZOw37Wc,wJKQ5kf8LD,Dumbbell Bench Press,10,15.87575183024739,fake_id_520
2019-09-24,VhN964g1f0,mnwUcsbS9T,cbVg5lQo8P,Barbell Bench Press,10,65.77097186816776,fake_id_501
2019-11-24,lGx4vj6ORE,mvkMgAdecH,L02kVCKbJN,Dumbbell Shoulder Press,5,13.607787283069193,fake_id_503
2019-12-06,eJVESilDcd,G1mxtZtEs5,LxlOpm7YKl,Back Squat,12,34.01946820767298,fake_id_554
2019-12-10,jT4y7jkcb0,6REm9Tfqpa,67AaiK361I,Dumbbell Row,8,20.41168092460379,fake_id_525
2020-01-22,xAVpgt48fL,6REm9Tfqpa,QE97C6frQD,Dumbbell Row,5,15.87575183024739,fake_id_594
2020-07-29,Lk9cnOUNbB,dXqYJgUYO6,9a5snCkX4s,Deadlift,12,70.30690096252415,fake_id_560
2020-06-17,kGJqsBJPFG,ZAIuKpHvue,pHrvlGBFQP,Dumbbell Lunge,6,24.0,fake_id_596
2019-09-19,oc1WxEGjOA,h85ZOw37Wc,4SElD9Xeao,Dumbbell Bench Press,5,13.607787283069193,fake_id_587
2020-05-27,e0n0WVuEiK,mvkMgAdecH,ZEUnHP8Mp0,Dumbbell Shoulder Press,7,13.607787283069193,fake_id_592
2019-10-22,Mq1jwkB8hi,52vo7F7CLd,Y0l4hFwiNk,Close-Grip Bench Press,8,52.16318458509857,fake_id_549
2020-04-08,GahR2i2lXS,ZAIuKpHvue,2ZYW20c6Gq,Dumbbell Lunge,8,3.628743275485118,fake_id_522
2019-08-19,ATC6JPdKrO,h85ZOw37Wc,x7ml43MQno,Dumbbell Bench Press,6,20.41168092460379,fake_id_628
2020-07-02,sxuKpG7J3G,52vo7F7CLd,izFbYYkK5e,Close-Grip Bench Press,8,83.91468824559335,fake_id_550
2020-01-18,e9ifgXFQrf,dXqYJgUYO6,lV5neB0ZE1,Deadlift,8,102.05840462301894,fake_id_586
2020-07-24,riA4c32yIB,mnwUcsbS9T,ICYDFAbAc0,Barbell Bench Press,6,102.05840462301894,fake_id_586
2019-11-05,74RQhsSzae,h85ZOw37Wc,4tZd5ZgQmj,Dumbbell Bench Press,8,22.67964547178199,fake_id_587
2019-11-19,6aHiJ92YHB,mvkMgAdecH,gd8m75e6JG,Dumbbell Shoulder Press,5,20.41168092460379,fake_id_551
2020-01-29,KO8CYkbQq5,mnwUcsbS9T,BVcA00441s,Barbell Bench Press,5,61.235042773811365,fake_id_518
2020-04-28,KFDuguRuBU,52vo7F7CLd,icMbaTqlxn,Close-Grip Bench Press,8,31.75150366049478,fake_id_515
2019-08-17,xR8Ers7xxR,52vo7F7CLd,wA6QEueY8K,Close-Grip Bench Press,5,70.30690096252415,fake_id_511
2019-12-20,wDkTGfQIDd,52vo7F7CLd,oe7f7qqZyx,Close-Grip Bench Press,8,47.62725549074217,fake_id_533
2020-01-17,3iQy9K3ke7,52vo7F7CLd,8PZaBUnGaw,Close-Grip Bench Press,12,61.235042773811365,fake_id_509
2020-05-20,Hui2slRFuE,G1mxtZtEs5,5tzWrjZUna,Back Squat,12,50.0,fake_id_596
2019-08-28,OUwEXTXswN,6REm9Tfqpa,MCrWvxz5Ih,Dumbbell Row,10,22.67964547178199,fake_id_586
2019-10-07,jbDdCljI7h,dXqYJgUYO6,gL2gHG37D9,Deadlift,5,43.091326396385774,fake_id_501
2019-09-29,akEjqg1KkZ,6REm9Tfqpa,owNsUoHLOQ,Dumbbell Row,11,29.483539113316585,fake_id_587
2020-01-27,5twLZSXRIL,mvkMgAdecH,spNn1eyo9x,Dumbbell Shoulder Press,6,18.14371637742559,fake_id_527
2020-05-25,r8BmDWdWbF,mnwUcsbS9T,PuHUPMlxC1,Barbell Bench Press,10,83.91468824559335,fake_id_586
2020-07-28,4Q0UpkdDv4,bOhZg3HbGM,lbiIyeDxkq,Dumbbell Bent Over Row,22,11.339822735890994,fake_id_520
2020-08-04,LgPSnMo7AP,mnwUcsbS9T,jLBCefJKGZ,Barbell Bench Press,10,83.91468824559335,fake_id_586
2020-04-13,ciLA8PxtWC,ZAIuKpHvue,XknTGOdRxJ,Dumbbell Lunge,8,3.628743275485118,fake_id_522
2020-03-02,5Zkf099wzh,ZAIuKpHvue,B2gIrr4tec,Dumbbell Lunge,5,6.8038936415345965,fake_id_553
2019-11-18,gwqizGH0E1,52vo7F7CLd,iqzAOlnh2h,Close-Grip Bench Press,10,27.215574566138386,fake_id_538
2020-05-11,O5EyfRCBLy,G1mxtZtEs5,4MOdn2KWU1,Back Squat,8,70.0,fake_id_596
2019-09-23,0ugwgIwqEK,mvkMgAdecH,5m7zixPcBE,Dumbbell Shoulder Press,12,18.14371637742559,fake_id_545
2020-06-15,W3Y5kTps4d,6REm9Tfqpa,1CWuIlGV7Y,Dumbbell Row,12,22.67964547178199,fake_id_534
2020-02-20,6hJ3iOQ4sd,h85ZOw37Wc,23vJavEG7F,Dumbbell Bench Press,7,9.071858188712795,fake_id_553
2020-02-22,pDpolYpRYe,6REm9Tfqpa,81OKgeHKdZ,Dumbbell Row,17,18.14371637742559,fake_id_536
2020-02-23,prfyJHc7cv,dXqYJgUYO6,1txzizTSAL,Deadlift,6,61.235042773811365,fake_id_531
2019-12-15,4RmXMk8azx,dXqYJgUYO6,lAjGQJGef2,Deadlift,5,83.91468824559335,fake_id_503
2019-09-04,lvNoErpHH9,6REm9Tfqpa,phDuGLP4hd,Dumbbell Row,12,13.607787283069193,fake_id_523
2019-10-29,aFBSEwJCBu,dXqYJgUYO6,I9KmiYoCfP,Deadlift,6,43.091326396385774,fake_id_549
2019-11-03,kW228Ud5DE,h85ZOw37Wc,XIPLNTt3iE,Dumbbell Bench Press,10,18.14371637742559,fake_id_609
2019-08-13,yHadS16mYL,mnwUcsbS9T,MuozU83dEH,Barbell Bench Press,9,61.235042773811365,fake_id_534
2020-02-07,85JT2RF8Up,dXqYJgUYO6,vkyLpIbEPY,Deadlift,8,70.30690096252415,fake_id_518
2019-09-01,onILZ8Mngq,mnwUcsbS9T,EIFME2WATR,Barbell Bench Press,3,111.13026281173174,fake_id_586
2019-11-05,43wy0F6pmN,h85ZOw37Wc,zlcOPPqckW,Dumbbell Bench Press,3,27.215574566138386,fake_id_533
2019-08-15,tHE3xhQKPs,ZAIuKpHvue,0e3zIv2NUG,Dumbbell Lunge,6,2.267964547178199,fake_id_525
2019-10-11,d3Z4aN4ZRA,mvkMgAdecH,kn4nZkmTBW,Dumbbell Shoulder Press,4,20.41168092460379,fake_id_601
2019-12-24,bBTnOwhbdk,G1mxtZtEs5,9yzTJDBtnD,Back Squat,12,70.30690096252415,fake_id_598
2019-10-07,ZmSp4StOh8,h85ZOw37Wc,4lGyIKVojt,Dumbbell Bench Press,10,29.483539113316585,fake_id_583
2020-06-23,YcSE7USLGV,G1mxtZtEs5,De9q3xjj46,Back Squat,4,80.0,fake_id_596
2019-11-21,VEiyaUBhN1,h85ZOw37Wc,ZM9HPZih8y,Dumbbell Bench Press,4,20.41168092460379,fake_id_527
2019-09-17,BZc2Ii3uQP,dXqYJgUYO6,KqtFLSWXGl,Deadlift,8,36.28743275485118,fake_id_530
2020-01-09,lM943Fsigq,mnwUcsbS9T,Oimlj2oBse,Barbell Bench Press,5,70.30690096252415,fake_id_532
2020-05-17,tkF3Rge5SP,G1mxtZtEs5,8HapWDvfGk,Back Squat,7,75.0,fake_id_596
2019-10-15,w6KBjTHEgz,dXqYJgUYO6,GwnfeJpA2F,Deadlift,5,43.091326396385774,fake_id_501
2020-02-03,PvyTv1XClW,h85ZOw37Wc,og3WwsnTJ3,Dumbbell Bench Press,12,22.67964547178199,fake_id_508
2019-10-19,0VVoSLbIuX,mnwUcsbS9T,01OaMGK2CA,Barbell Bench Press,5,125.0,fake_id_596
2020-08-06,yV0Nw6Buoe,h85ZOw37Wc,3rPeVSafeH,Dumbbell Bench Press,15,15.87575183024739,fake_id_588
2020-02-28,sDu4zaZsTj,mnwUcsbS9T,CEIdNnW3AE,Barbell Bench Press,10,30.0,fake_id_614
2020-01-09,qNUwufdlsp,6REm9Tfqpa,WTQ4GjbLWG,Dumbbell Row,5,20.41168092460379,fake_id_588
2019-08-23,80sKv7CjXT,h85ZOw37Wc,afbDAnIkGV,Dumbbell Bench Press,15,9.071858188712795,fake_id_522
2020-03-23,ENtaeITPo3,mvkMgAdecH,CBgBAJ1OGK,Dumbbell Shoulder Press,11,4.535929094356398,fake_id_625
2019-12-19,3gYP67Q3zg,52vo7F7CLd,r5CGAVIRi4,Close-Grip Bench Press,12,61.235042773811365,fake_id_509
2020-01-27,W4OpqfxUC9,dXqYJgUYO6,sbrefGvVJa,Deadlift,10,38.55539730202938,fake_id_539
2019-12-05,OMtzWBzoIY,G1mxtZtEs5,oIs5hwgHfo,Back Squat,5,70.30690096252415,fake_id_547
2019-10-05,tS56avGjRB,dXqYJgUYO6,wWRvo4vcbK,Deadlift,5,31.75150366049478,fake_id_594
2019-09-03,aTkzcAATuW,h85ZOw37Wc,DOS4CcEgGv,Dumbbell Bench Press,12,16.0,fake_id_543
2019-09-24,uAWx6rptzv,52vo7F7CLd,EKTRrpKiiD,Close-Grip Bench Press,6,47.62725549074217,fake_id_576
2020-06-22,jkwbihYLHA,h85ZOw37Wc,pXYt6BiFdA,Dumbbell Bench Press,8,20.41168092460379,fake_id_546
2019-10-01,AtEDnT3hhP,6REm9Tfqpa,BOOZDQBlHi,Dumbbell Row,8,18.14371637742559,fake_id_573
2019-08-26,HDp8Qkqbhg,mnwUcsbS9T,8AEr4LdXPC,Barbell Bench Press,3,83.91468824559335,fake_id_532
2020-06-24,YTmxlZZMXt,6REm9Tfqpa,q9bfabyDiS,Dumbbell Row,12,22.67964547178199,fake_id_534
2019-11-02,4zHBAbgzj8,ZAIuKpHvue,myf1ZUvqel,Dumbbell Lunge,10,13.607787283069193,fake_id_509
2019-11-30,C3iwBkNjft,ZAIuKpHvue,CKlSdJqINy,Dumbbell Lunge,6,7.937875915123695,fake_id_502
2019-10-22,FTpvFjWKfZ,G1mxtZtEs5,5AvlmEMVVj,Back Squat,10,61.235042773811365,fake_id_542
2020-06-20,2jaURqZyXU,mvkMgAdecH,yNCs1B1wM2,Dumbbell Shoulder Press,7,9.071858188712795,fake_id_584
2019-12-11,6IU96MkKgD,mvkMgAdecH,Gl8FTkj7Qm,Dumbbell Shoulder Press,10,22.67964547178199,fake_id_509
2020-02-08,CEX7ubyod4,G1mxtZtEs5,OQBjq3SDG1,Back Squat,5,100.0,fake_id_596
2020-07-19,6ln6vaFlLT,52vo7F7CLd,rctGSN0LDd,Close-Grip Bench Press,15,43.091326396385774,fake_id_537
2019-08-19,mf4V3xtXRS,ZAIuKpHvue,XJ0PGLfrsJ,Dumbbell Lunge,8,11.339822735890994,fake_id_533
2020-01-29,y10dXvBEMF,mnwUcsbS9T,vC5Ed6xIey,Barbell Bench Press,3,79.37875915123695,fake_id_617
2019-08-15,NmjLmO9BMr,mnwUcsbS9T,2XbuHdnipR,Barbell Bench Press,10,63.50300732098956,fake_id_617
2019-12-17,0YTHrED1VD,h85ZOw37Wc,kUfXQvx3F9,Dumbbell Bench Press,6,22.67964547178199,fake_id_527
2019-11-09,JcVlHxT2Ll,dXqYJgUYO6,Op5QlByoDS,Deadlift,3,133.80990828351372,fake_id_516
2019-09-12,akir3HygtX,6REm9Tfqpa,NAqjQ7WPoI,Dumbbell Row,20,14.0,fake_id_585
2020-07-01,JbaNYhHF09,6REm9Tfqpa,4z81mlACuq,Dumbbell Row,20,14.0,fake_id_585
2019-08-16,vEckvnAcGQ,h85ZOw37Wc,vierb7axgx,Dumbbell Bench Press,10,38.55539730202938,fake_id_583
2019-10-05,LCisZq4tPU,6REm9Tfqpa,QrOmYEz072,Dumbbell Row,10,18.14371637742559,fake_id_586
2020-01-01,VCjFpzjG3g,6REm9Tfqpa,MQeIkvne1Y,Dumbbell Row,4,15.87575183024739,fake_id_519
2019-11-06,LkoRFe3d7K,52vo7F7CLd,eP189FgscK,Close-Grip Bench Press,10,50.0,fake_id_529
2020-02-07,85JT2RF8Up,dXqYJgUYO6,Ao7WRCeS3v,Deadlift,8,70.30690096252415,fake_id_518
2020-06-16,bOVHbHpGai,mnwUcsbS9T,yg8oUk4w7b,Barbell Bench Press,7,79.37875915123695,fake_id_534
2020-03-30,pUNcxm4wOa,bOhZg3HbGM,7Mtn11T6jH,Dumbbell Bent Over Row,13,13.607787283069193,fake_id_583
2020-01-22,OGYB0psLHB,dXqYJgUYO6,jDkqIHeH9C,Deadlift,3,102.05840462301894,fake_id_525
2020-03-03,Dvo9ywmLHD,dXqYJgUYO6,qKX0JQzdOx,Deadlift,10,85.0,fake_id_614
2020-02-17,W8Lcm7Kv4J,mnwUcsbS9T,8cx1FDcU6u,Barbell Bench Press,1,120.20212100044454,fake_id_586
2019-09-09,U5ShH5IhUy,6REm9Tfqpa,CUNEqBFnNn,Dumbbell Row,10,13.607787283069193,fake_id_564
2019-12-17,LKC7AiCJYM,h85ZOw37Wc,CRIHaawuEP,Dumbbell Bench Press,4,24.947610018960187,fake_id_538
2020-06-22,iAvEOHb10F,mnwUcsbS9T,TIPJpXQXyn,Barbell Bench Press,10,52.16318458509857,fake_id_560
2019-11-26,DGpEMOhVMi,dXqYJgUYO6,GPmsKH3yyp,Deadlift,5,120.0,fake_id_596
2019-12-05,lbB3zv3bFA,dXqYJgUYO6,K8AqlhAjQL,Deadlift,6,31.75150366049478,fake_id_563
2019-10-03,Hbw1WZjrtC,52vo7F7CLd,MQ5uaLMYAS,Close-Grip Bench Press,12,65.77097186816776,fake_id_528
2020-01-02,1KSbny8G2L,6REm9Tfqpa,btzj1FyKjC,Dumbbell Row,8,4.535929094356398,fake_id_521
2019-09-18,aw06DrWMFD,h85ZOw37Wc,UADCCfAcvV,Dumbbell Bench Press,20,22.67964547178199,fake_id_587
2019-09-16,jvh2TdGhn0,G1mxtZtEs5,svUQKiIRvR,Back Squat,15,70.30690096252415,fake_id_528
2020-05-28,mck78VrxAC,mnwUcsbS9T,bM2sn8FI14,Barbell Bench Press,5,56.69911367945497,fake_id_537
2020-03-24,tjbgJnV3BW,6REm9Tfqpa,Uz4Z5uKY7w,Dumbbell Row,15,6.8038936415345965,fake_id_583
2019-08-19,dxF8M2MUfR,h85ZOw37Wc,jBwUPTIlax,Dumbbell Bench Press,12,11.339822735890994,fake_id_520
2020-07-12,Efcr5sUYsW,bOhZg3HbGM,lUmFyxBNIz,Dumbbell Bent Over Row,10,5.669911367945497,fake_id_621
2019-11-22,IrfIlHEsfL,52vo7F7CLd,E4XUjDBbe5,Close-Grip Bench Press,5,34.01946820767298,fake_id_538
2019-08-28,ai57ypgrUd,bOhZg3HbGM,uXvrUwQ03j,Dumbbell Bent Over Row,8,9.071858188712795,fake_id_522
2020-02-20,6hJ3iOQ4sd,h85ZOw37Wc,FPLBn0psYz,Dumbbell Bench Press,8,6.8038936415345965,fake_id_553
2019-10-02,WHy0X0Ib83,mnwUcsbS9T,QBuWQ0XwmH,Barbell Bench Press,8,70.30690096252415,fake_id_503
2020-03-05,notjKZqz8e,mnwUcsbS9T,DnhR1ma0ZC,Barbell Bench Press,3,125.0,fake_id_596
2019-12-01,iXq7Afp4Oa,52vo7F7CLd,UIWYPmWhjR,Close-Grip Bench Press,5,55.0,fake_id_529
2019-08-26,bYeMd2W6TO,dXqYJgUYO6,MfI6odjQLe,Deadlift,14,43.091326396385774,fake_id_534
2020-07-06,kwQstFRjOe,G1mxtZtEs5,257qAgpxiQ,Back Squat,10,55.0,fake_id_529
2019-11-19,Ez56aLaXg8,h85ZOw37Wc,zlpl7zZ1OL,Dumbbell Bench Press,8,20.41168092460379,fake_id_538
2019-10-30,deHukCmilh,6REm9Tfqpa,nQd881cFWN,Dumbbell Row,25,14.0,fake_id_585
2020-07-13,0pwLOMRLVd,mnwUcsbS9T,KWZEGXE5Ug,Barbell Bench Press,3,102.05840462301894,fake_id_502
2020-01-28,Z6uZ6JHvJL,bOhZg3HbGM,iHl3oXR9JI,Dumbbell Bent Over Row,8,27.215574566138386,fake_id_502
2019-09-19,gO3c639L6i,h85ZOw37Wc,oVpYVDeaHW,Dumbbell Bench Press,11,22.67964547178199,fake_id_504
2020-04-25,qhgGLoeohm,dXqYJgUYO6,G9OXO5sSe6,Deadlift,5,61.235042773811365,fake_id_525
2019-10-15,y03w5aRG4E,ZAIuKpHvue,qK4UrTSweM,Dumbbell Lunge,5,15.87575183024739,fake_id_531
2020-04-02,jpf7rt2hXn,6REm9Tfqpa,nrohFi5c3B,Dumbbell Row,10,22.67964547178199,fake_id_587
2020-02-27,iZJEV9F5GB,mnwUcsbS9T,dhZny9AGV0,Barbell Bench Press,4,18.14371637742559,fake_id_507
2020-05-14,8VtRQRwSvj,ZAIuKpHvue,9cKXEDvCqt,Dumbbell Lunge,6,9.071858188712795,fake_id_579
2020-01-20,yUypu9O8rw,52vo7F7CLd,BkIinJvMQF,Close-Grip Bench Press,8,40.0,fake_id_543
2019-10-14,wxTLkRVjtY,G1mxtZtEs5,N5tRgu6DIH,Back Squat,8,20.41168092460379,fake_id_556
2020-06-07,BJNXR93EyH,ZAIuKpHvue,tYWyyhdSg0,Dumbbell Lunge,8,4.535929094356398,fake_id_621
2020-02-26,zYbNZR9Dph,mvkMgAdecH,CDak7QjWxY,Dumbbell Shoulder Press,6,11.339822735890994,fake_id_531
2019-10-30,HV9bFFogjo,mnwUcsbS9T,D29kj9vhyp,Barbell Bench Press,2,81.64672369841516,fake_id_617
2020-04-21,XiCvbJRrtx,mvkMgAdecH,PkTc2ZJSIw,Dumbbell Shoulder Press,10,15.87575183024739,fake_id_560
2019-11-13,QiGEYM78GE,dXqYJgUYO6,F6ATBp9D4l,Deadlift,10,61.235042773811365,fake_id_586
2020-05-15,Fsyp2zhgAt,6REm9Tfqpa,Sle5hRtsU3,Dumbbell Row,10,9.071858188712795,fake_id_579
2019-12-31,SvhDl8EdI7,mnwUcsbS9T,sbBspTqY3z,Barbell Bench Press,4,70.0,fake_id_529
2019-09-19,oc1WxEGjOA,h85ZOw37Wc,upUMBkbJBm,Dumbbell Bench Press,8,22.67964547178199,fake_id_587
2019-11-16,E3uTvlVetn,h85ZOw37Wc,t0M6H0m4wj,Dumbbell Bench Press,10,20.41168092460379,fake_id_538
2019-08-13,tHJFA2vane,G1mxtZtEs5,c1tHC2g121,Back Squat,8,61.235042773811365,fake_id_601
2019-11-25,Yhik2fM6Mv,G1mxtZtEs5,3IMl2noZ3X,Back Squat,6,70.0,fake_id_529
2019-09-18,7z0IQgEPQc,dXqYJgUYO6,Xzq3QOiMUB,Deadlift,8,74.84283005688056,fake_id_601
2020-03-09,10fqMqTbbr,6REm9Tfqpa,lFkOZFXlAt,Dumbbell Row,8,45.35929094356398,fake_id_516
2019-10-13,P0UXLOXOQA,mnwUcsbS9T,0HbQ3A5mQs,Barbell Bench Press,6,15.87575183024739,fake_id_521
2020-05-08,gSqBLERWqZ,mnwUcsbS9T,PzKCGfmitp,Barbell Bench Press,10,27.215574566138386,fake_id_594
2019-09-19,L2IkSIopd8,dXqYJgUYO6,9hDJIEqseD,Deadlift,10,34.01946820767298,fake_id_522
2019-12-22,Dn9uTKinUB,dXqYJgUYO6,kiZ3zCLjdQ,Deadlift,3,83.91468824559335,fake_id_503
2019-08-22,UHttTOUqG1,6REm9Tfqpa,zaKCITv9v7,Dumbbell Row,10,13.607787283069193,fake_id_544
